Run,Degree,Measured,Calibration,Difference
1,0.000,3.829000,3.829000,0.000000
1,1.001,3.829000,3.828000,0.001000
1,2.002,3.828000,3.827000,0.001000
1,2.998,3.826000,3.826000,0.000000
1,3.999,3.826000,3.826000,0.000000
1,5.001,3.826000,3.825000,0.001000
1,6.002,3.826000,3.824000,0.002000
1,6.997,3.824000,3.824000,0.000000
1,7.999,3.824000,3.824000,0.000000
1,9.000,3.825000,3.824000,0.001000
1,10.001,3.824000,3.823000,0.001000
1,11.002,3.823000,3.823000,0.000000
1,11.998,3.823000,3.822000,0.001000
1,12.999,3.822000,3.821000,0.001000
1,14.001,3.822000,3.822000,0.000000
1,15.002,3.822000,3.821000,0.001000
1,15.997,3.821000,3.819000,0.002000
1,16.999,3.820000,3.819000,0.001000
1,18.000,3.821000,3.819000,0.002000
1,19.001,3.821000,3.821000,0.000000
1,20.002,3.820000,3.819000,0.001000
1,20.998,3.820000,3.820000,0.000000
1,21.999,3.820000,3.819000,0.001000
1,23.001,3.820000,3.819000,0.001000
1,24.002,3.820000,3.819000,0.001000
1,24.997,3.819000,3.819000,0.000000
1,25.999,3.818000,3.818000,0.000000
1,27.000,3.819000,3.819000,0.000000
1,28.001,3.819000,3.818000,0.001000
1,29.002,3.817000,3.817000,0.000000
1,29.998,3.817000,3.817000,0.000000
1,30.999,3.816000,3.815000,0.001000
1,32.001,3.816000,3.815000,0.001000
1,33.002,3.816000,3.815000,0.001000
1,33.997,3.815000,3.814000,0.001000
1,34.999,3.813000,3.813000,0.000000
1,36.000,3.812000,3.812000,0.000000
1,37.001,3.812000,3.811000,0.001000
1,38.002,3.812000,3.812000,0.000000
1,38.998,3.811000,3.810000,0.001000
1,39.999,3.810000,3.809000,0.001000
1,41.001,3.810000,3.810000,0.000000
1,42.002,3.809000,3.809000,0.000000
1,42.997,3.809000,3.807000,0.002000
1,43.999,3.808000,3.807000,0.001000
1,45.000,3.807000,3.807000,0.000000
1,46.001,3.806000,3.807000,-0.001000
1,47.002,3.806000,3.805000,0.001000
1,47.998,3.806000,3.805000,0.001000
1,48.999,3.805000,3.805000,0.000000
1,50.001,3.804000,3.804000,0.000000
1,51.002,3.804000,3.803000,0.001000
1,51.997,3.804000,3.803000,0.001000
1,52.999,3.803000,3.803000,0.000000
1,54.000,3.801000,3.802000,-0.001000
1,55.001,3.803000,3.802000,0.001000
1,56.002,3.802000,3.801000,0.001000
1,56.998,3.800000,3.801000,-0.001000
1,57.999,3.801000,3.799000,0.002000
1,59.001,3.800000,3.801000,-0.001000
1,60.002,3.801000,3.800000,0.001000
1,60.997,3.799000,3.799000,0.000000
1,61.999,3.800000,3.798000,0.002000
1,63.000,3.799000,3.799000,0.000000
1,64.001,3.799000,3.799000,0.000000
1,65.002,3.798000,3.798000,0.000000
1,65.998,3.800000,3.797000,0.003000
1,66.999,3.798000,3.798000,0.000000
1,68.001,3.798000,3.797000,0.001000
1,69.002,3.797000,3.796000,0.001000
1,69.997,3.797000,3.795000,0.002000
1,70.999,3.797000,3.797000,0.000000
1,72.000,3.798000,3.796000,0.002000
1,73.001,3.796000,3.796000,0.000000
1,74.002,3.796000,3.795000,0.001000
1,74.998,3.797000,3.796000,0.001000
1,75.999,3.795000,3.795000,0.000000
1,77.001,3.795000,3.795000,0.000000
1,78.002,3.794000,3.794000,0.000000
1,78.997,3.795000,3.794000,0.001000
1,79.999,3.795000,3.795000,0.000000
1,81.000,3.795000,3.794000,0.001000
1,82.001,3.796000,3.794000,0.002000
1,83.002,3.796000,3.795000,0.001000
1,83.998,3.794000,3.793000,0.001000
1,84.999,3.795000,3.795000,0.000000
1,86.001,3.795000,3.795000,0.000000
1,87.002,3.795000,3.795000,0.000000
1,87.997,3.796000,3.795000,0.001000
1,88.999,3.797000,3.796000,0.001000
1,90.000,3.796000,3.795000,0.001000
1,91.001,3.795000,3.795000,0.000000
1,92.002,3.796000,3.796000,0.000000
1,92.998,3.797000,3.797000,0.000000
1,93.999,3.795000,3.795000,0.000000
1,95.001,3.796000,3.795000,0.001000
1,96.002,3.797000,3.797000,0.000000
1,96.997,3.797000,3.796000,0.001000
1,97.999,3.796000,3.795000,0.001000
1,99.000,3.797000,3.797000,0.000000
1,100.001,3.797000,3.797000,0.000000
1,101.002,3.798000,3.797000,0.001000
1,101.998,3.799000,3.799000,0.000000
1,102.999,3.800000,3.800000,0.000000
1,104.001,3.802000,3.801000,0.001000
1,105.002,3.805000,3.804000,0.001000
1,105.997,3.812000,3.811000,0.001000
1,106.999,3.819000,3.819000,0.000000
1,108.000,3.822000,3.821000,0.001000
1,109.001,3.819000,3.818000,0.001000
1,110.002,3.813000,3.812000,0.001000
1,110.998,3.806000,3.805000,0.001000
1,111.999,3.800000,3.800000,0.000000
1,113.001,3.797000,3.796000,0.001000
1,114.002,3.793000,3.792000,0.001000
1,114.997,3.792000,3.791000,0.001000
1,115.999,3.791000,3.791000,0.000000
1,117.000,3.793000,3.793000,0.000000
1,118.001,3.798000,3.797000,0.001000
1,119.002,3.802000,3.802000,0.000000
1,119.998,3.807000,3.807000,0.000000
1,120.999,3.811000,3.811000,0.000000
1,122.001,3.813000,3.813000,0.000000
1,123.002,3.812000,3.811000,0.001000
1,123.997,3.808000,3.807000,0.001000
1,124.999,3.805000,3.805000,0.000000
1,126.000,3.805000,3.805000,0.000000
1,127.001,3.805000,3.805000,0.000000
1,128.002,3.806000,3.805000,0.001000
1,128.998,3.805000,3.805000,0.000000
1,129.999,3.807000,3.806000,0.001000
1,131.001,3.807000,3.806000,0.001000
1,132.002,3.808000,3.807000,0.001000
1,132.997,3.809000,3.808000,0.001000
1,133.999,3.808000,3.809000,-0.001000
1,135.000,3.808000,3.808000,0.000000
1,136.001,3.810000,3.808000,0.002000
1,137.002,3.810000,3.810000,0.000000
1,137.998,3.809000,3.810000,-0.001000
1,138.999,3.810000,3.809000,0.001000
1,140.001,3.810000,3.810000,0.000000
1,141.002,3.811000,3.812000,-0.001000
1,141.997,3.811000,3.811000,0.000000
1,142.999,3.812000,3.811000,0.001000
1,144.000,3.813000,3.812000,0.001000
1,145.001,3.811000,3.813000,-0.002000
1,146.002,3.813000,3.813000,0.000000
1,146.998,3.814000,3.813000,0.001000
1,147.999,3.813000,3.814000,-0.001000
1,149.001,3.813000,3.814000,-0.001000
1,150.002,3.815000,3.814000,0.001000
1,150.997,3.815000,3.813000,0.002000
1,151.999,3.815000,3.816000,-0.001000
1,153.000,3.817000,3.816000,0.001000
1,154.001,3.817000,3.817000,0.000000
1,155.002,3.818000,3.816000,0.002000
1,155.998,3.818000,3.818000,0.000000
1,156.999,3.820000,3.819000,0.001000
1,158.001,3.821000,3.820000,0.001000
1,159.002,3.821000,3.820000,0.001000
1,159.997,3.821000,3.821000,0.000000
1,160.999,3.822000,3.821000,0.001000
1,162.000,3.822000,3.821000,0.001000
1,163.001,3.822000,3.823000,-0.001000
1,164.002,3.824000,3.822000,0.002000
1,164.998,3.823000,3.823000,0.000000
1,165.999,3.823000,3.824000,-0.001000
1,167.001,3.825000,3.825000,0.000000
1,168.002,3.825000,3.824000,0.001000
1,168.997,3.825000,3.824000,0.001000
1,169.999,3.826000,3.825000,0.001000
1,171.000,3.826000,3.825000,0.001000
1,172.001,3.827000,3.826000,0.001000
1,173.002,3.828000,3.828000,0.000000
1,173.998,3.828000,3.827000,0.001000
1,174.999,3.828000,3.829000,-0.001000
1,176.001,3.830000,3.829000,0.001000
1,177.002,3.830000,3.829000,0.001000
1,177.997,3.830000,3.830000,0.000000
1,178.999,3.831000,3.830000,0.001000
1,180.000,3.832000,3.831000,0.001000
1,181.001,3.832000,3.832000,0.000000
1,182.002,3.833000,3.834000,-0.001000
1,182.998,3.832000,3.833000,-0.001000
1,183.999,3.834000,3.833000,0.001000
1,185.001,3.835000,3.836000,-0.001000
1,186.002,3.835000,3.835000,0.000000
1,186.997,3.836000,3.835000,0.001000
1,187.999,3.837000,3.835000,0.002000
1,189.000,3.837000,3.836000,0.001000
1,190.001,3.837000,3.837000,0.000000
1,191.002,3.838000,3.837000,0.001000
1,191.998,3.838000,3.838000,0.000000
1,192.999,3.838000,3.839000,-0.001000
1,194.001,3.839000,3.839000,0.000000
1,195.002,3.840000,3.840000,0.000000
1,195.997,3.840000,3.840000,0.000000
1,196.999,3.840000,3.841000,-0.001000
1,198.000,3.842000,3.841000,0.001000
1,199.001,3.842000,3.842000,0.000000
1,200.002,3.844000,3.843000,0.001000
1,200.998,3.844000,3.844000,0.000000
1,201.999,3.844000,3.844000,0.000000
1,203.001,3.846000,3.846000,0.000000
1,204.002,3.848000,3.846000,0.002000
1,204.997,3.847000,3.847000,0.000000
1,205.999,3.848000,3.847000,0.001000
1,207.000,3.848000,3.847000,0.001000
1,208.001,3.849000,3.848000,0.001000
1,209.002,3.850000,3.848000,0.002000
1,209.998,3.850000,3.848000,0.002000
1,210.999,3.849000,3.850000,-0.001000
1,212.001,3.850000,3.850000,0.000000
1,213.002,3.850000,3.850000,0.000000
1,213.997,3.850000,3.850000,0.000000
1,214.999,3.850000,3.850000,0.000000
1,216.000,3.850000,3.851000,-0.001000
1,217.001,3.851000,3.851000,0.000000
1,218.002,3.850000,3.850000,0.000000
1,218.998,3.851000,3.850000,0.001000
1,219.999,3.850000,3.851000,-0.001000
1,221.001,3.851000,3.851000,0.000000
1,222.002,3.852000,3.851000,0.001000
1,222.997,3.852000,3.851000,0.001000
1,223.999,3.852000,3.851000,0.001000
1,225.000,3.852000,3.852000,0.000000
1,226.001,3.853000,3.851000,0.002000
1,227.002,3.853000,3.852000,0.001000
1,227.998,3.853000,3.853000,0.000000
1,228.999,3.854000,3.853000,0.001000
1,230.001,3.854000,3.853000,0.001000
1,231.002,3.855000,3.854000,0.001000
1,231.997,3.854000,3.854000,0.000000
1,232.999,3.854000,3.854000,0.000000
1,234.000,3.856000,3.855000,0.001000
1,235.001,3.856000,3.857000,-0.001000
1,236.002,3.856000,3.855000,0.001000
1,236.998,3.856000,3.855000,0.001000
1,237.999,3.857000,3.856000,0.001000
1,239.001,3.856000,3.856000,0.000000
1,240.002,3.857000,3.857000,0.000000
1,240.997,3.857000,3.856000,0.001000
1,241.999,3.857000,3.857000,0.000000
1,243.000,3.857000,3.858000,-0.001000
1,244.001,3.858000,3.858000,0.000000
1,245.002,3.858000,3.858000,0.000000
1,245.998,3.858000,3.857000,0.001000
1,246.999,3.859000,3.858000,0.001000
1,248.001,3.858000,3.858000,0.000000
1,249.002,3.859000,3.859000,0.000000
1,249.997,3.859000,3.858000,0.001000
1,250.999,3.858000,3.858000,0.000000
1,252.000,3.858000,3.859000,-0.001000
1,253.001,3.859000,3.858000,0.001000
1,254.002,3.859000,3.858000,0.001000
1,254.998,3.859000,3.859000,0.000000
1,255.999,3.859000,3.859000,0.000000
1,257.001,3.859000,3.859000,0.000000
1,258.002,3.859000,3.860000,-0.001000
1,258.997,3.860000,3.860000,0.000000
1,259.999,3.860000,3.859000,0.001000
1,261.000,3.860000,3.860000,0.000000
1,262.001,3.861000,3.861000,0.000000
1,263.002,3.860000,3.860000,0.000000
1,263.998,3.860000,3.859000,0.001000
1,264.999,3.860000,3.860000,0.000000
1,266.001,3.861000,3.860000,0.001000
1,267.002,3.860000,3.860000,0.000000
1,267.997,3.859000,3.859000,0.000000
1,268.999,3.859000,3.859000,0.000000
1,270.000,3.859000,3.859000,0.000000
1,271.001,3.860000,3.860000,0.000000
1,272.002,3.859000,3.859000,0.000000
1,272.998,3.860000,3.859000,0.001000
1,273.999,3.860000,3.859000,0.001000
1,275.001,3.859000,3.859000,0.000000
1,276.002,3.860000,3.859000,0.001000
1,276.997,3.859000,3.859000,0.000000
1,277.999,3.860000,3.859000,0.001000
1,279.000,3.860000,3.860000,0.000000
1,280.001,3.860000,3.860000,0.000000
1,281.002,3.861000,3.860000,0.001000
1,281.998,3.861000,3.860000,0.001000
1,282.999,3.862000,3.861000,0.001000
1,284.001,3.862000,3.862000,0.000000
1,285.002,3.862000,3.861000,0.001000
1,285.997,3.862000,3.862000,0.000000
1,286.999,3.863000,3.862000,0.001000
1,288.000,3.861000,3.861000,0.000000
1,289.001,3.863000,3.862000,0.001000
1,290.002,3.862000,3.862000,0.000000
1,290.998,3.862000,3.861000,0.001000
1,291.999,3.863000,3.862000,0.001000
1,293.001,3.862000,3.862000,0.000000
1,294.002,3.863000,3.862000,0.001000
1,294.997,3.863000,3.863000,0.000000
1,295.999,3.862000,3.862000,0.000000
1,297.000,3.862000,3.862000,0.000000
1,298.001,3.862000,3.861000,0.001000
1,299.002,3.863000,3.861000,0.002000
1,299.998,3.861000,3.861000,0.000000
1,300.999,3.860000,3.860000,0.000000
1,302.001,3.860000,3.860000,0.000000
1,303.002,3.860000,3.861000,-0.001000
1,303.997,3.860000,3.860000,0.000000
1,304.999,3.859000,3.858000,0.001000
1,306.000,3.859000,3.858000,0.001000
1,307.001,3.858000,3.859000,-0.001000
1,308.002,3.857000,3.858000,-0.001000
1,308.998,3.856000,3.855000,0.001000
1,309.999,3.856000,3.855000,0.001000
1,311.001,3.854000,3.855000,-0.001000
1,312.002,3.855000,3.855000,0.000000
1,312.997,3.854000,3.852000,0.002000
1,313.999,3.852000,3.852000,0.000000
1,315.000,3.853000,3.852000,0.001000
1,316.001,3.852000,3.851000,0.001000
1,317.002,3.851000,3.850000,0.001000
1,317.998,3.850000,3.849000,0.001000
1,318.999,3.850000,3.849000,0.001000
1,320.001,3.849000,3.850000,-0.001000
1,321.002,3.849000,3.849000,0.000000
1,321.997,3.848000,3.847000,0.001000
1,322.999,3.848000,3.847000,0.001000
1,324.000,3.846000,3.846000,0.000000
1,325.001,3.846000,3.846000,0.000000
1,326.002,3.846000,3.846000,0.000000
1,326.998,3.845000,3.845000,0.000000
1,327.999,3.844000,3.844000,0.000000
1,329.001,3.845000,3.845000,0.000000
1,330.002,3.844000,3.844000,0.000000
1,330.997,3.844000,3.844000,0.000000
1,331.999,3.844000,3.843000,0.001000
1,333.000,3.843000,3.842000,0.001000
1,334.001,3.843000,3.842000,0.001000
1,335.002,3.842000,3.842000,0.000000
1,335.998,3.842000,3.842000,0.000000
1,336.999,3.841000,3.840000,0.001000
1,338.001,3.841000,3.841000,0.000000
1,339.002,3.841000,3.841000,0.000000
1,339.997,3.840000,3.839000,0.001000
1,340.999,3.839000,3.838000,0.001000
1,342.000,3.838000,3.839000,-0.001000
1,343.001,3.839000,3.839000,0.000000
1,344.002,3.837000,3.837000,0.000000
1,344.998,3.836000,3.837000,-0.001000
1,345.999,3.836000,3.836000,0.000000
1,347.001,3.836000,3.835000,0.001000
1,348.002,3.835000,3.835000,0.000000
1,348.997,3.834000,3.833000,0.001000
1,349.999,3.833000,3.834000,-0.001000
1,351.000,3.833000,3.833000,0.000000
1,352.001,3.833000,3.833000,0.000000
1,353.002,3.832000,3.832000,0.000000
1,353.998,3.831000,3.831000,0.000000
1,354.999,3.832000,3.831000,0.001000
1,356.001,3.831000,3.831000,0.000000
1,357.002,3.831000,3.831000,0.000000
1,357.997,3.829000,3.830000,-0.001000
1,358.999,3.829000,3.830000,-0.001000
2,360.000,3.828000,3.830000,-0.002000
2,361.001,3.829000,3.828000,0.001000
2,362.002,3.828000,3.827000,0.001000
2,362.998,3.827000,3.826000,0.001000
2,363.999,3.826000,3.826000,0.000000
2,365.001,3.826000,3.825000,0.001000
2,366.002,3.826000,3.824000,0.002000
2,366.997,3.824000,3.824000,0.000000
2,367.999,3.824000,3.824000,0.000000
2,369.000,3.825000,3.824000,0.001000
2,370.001,3.825000,3.823000,0.002000
2,371.002,3.823000,3.823000,0.000000
2,371.998,3.823000,3.822000,0.001000
2,372.999,3.823000,3.821000,0.002000
2,374.001,3.822000,3.822000,0.000000
2,375.002,3.821000,3.821000,0.000000
2,375.997,3.820000,3.819000,0.001000
2,376.999,3.821000,3.819000,0.002000
2,378.000,3.820000,3.819000,0.001000
2,379.001,3.821000,3.821000,0.000000
2,380.002,3.820000,3.819000,0.001000
2,380.998,3.821000,3.820000,0.001000
2,381.999,3.820000,3.819000,0.001000
2,383.001,3.820000,3.819000,0.001000
2,384.002,3.819000,3.819000,0.000000
2,384.997,3.819000,3.819000,0.000000
2,385.999,3.819000,3.818000,0.001000
2,387.000,3.818000,3.819000,-0.001000
2,388.001,3.819000,3.818000,0.001000
2,389.002,3.819000,3.817000,0.002000
2,389.998,3.818000,3.817000,0.001000
2,390.999,3.816000,3.815000,0.001000
2,392.001,3.817000,3.815000,0.002000
2,393.002,3.816000,3.815000,0.001000
2,393.997,3.814000,3.814000,0.000000
2,394.999,3.813000,3.813000,0.000000
2,396.000,3.813000,3.812000,0.001000
2,397.001,3.813000,3.811000,0.002000
2,398.002,3.812000,3.812000,0.000000
2,398.998,3.811000,3.810000,0.001000
2,399.999,3.810000,3.809000,0.001000
2,401.001,3.810000,3.810000,0.000000
2,402.002,3.808000,3.809000,-0.001000
2,402.997,3.809000,3.807000,0.002000
2,403.999,3.807000,3.807000,0.000000
2,405.000,3.807000,3.807000,0.000000
2,406.001,3.806000,3.807000,-0.001000
2,407.002,3.807000,3.805000,0.002000
2,407.998,3.806000,3.805000,0.001000
2,408.999,3.805000,3.805000,0.000000
2,410.001,3.804000,3.804000,0.000000
2,411.002,3.804000,3.803000,0.001000
2,411.997,3.804000,3.803000,0.001000
2,412.999,3.802000,3.803000,-0.001000
2,414.000,3.803000,3.802000,0.001000
2,415.001,3.803000,3.802000,0.001000
2,416.002,3.802000,3.801000,0.001000
2,416.998,3.801000,3.801000,0.000000
2,417.999,3.801000,3.799000,0.002000
2,419.001,3.801000,3.801000,0.000000
2,420.002,3.801000,3.800000,0.001000
2,420.997,3.800000,3.799000,0.001000
2,421.999,3.800000,3.798000,0.002000
2,423.000,3.800000,3.799000,0.001000
2,424.001,3.799000,3.799000,0.000000
2,425.002,3.799000,3.798000,0.001000
2,425.998,3.799000,3.797000,0.002000
2,426.999,3.798000,3.798000,0.000000
2,428.001,3.798000,3.797000,0.001000
2,429.002,3.797000,3.796000,0.001000
2,429.997,3.797000,3.795000,0.002000
2,430.999,3.796000,3.797000,-0.001000
2,432.000,3.797000,3.796000,0.001000
2,433.001,3.796000,3.796000,0.000000
2,434.002,3.795000,3.795000,0.000000
2,434.998,3.796000,3.796000,0.000000
2,435.999,3.795000,3.795000,0.000000
2,437.001,3.795000,3.795000,0.000000
2,438.002,3.796000,3.794000,0.002000
2,438.997,3.795000,3.794000,0.001000
2,439.999,3.795000,3.795000,0.000000
2,441.000,3.797000,3.794000,0.003000
2,442.001,3.796000,3.794000,0.002000
2,443.002,3.795000,3.795000,0.000000
2,443.998,3.796000,3.793000,0.003000
2,444.999,3.796000,3.795000,0.001000
2,446.001,3.796000,3.795000,0.001000
2,447.002,3.796000,3.795000,0.001000
2,447.997,3.797000,3.795000,0.002000
2,448.999,3.796000,3.796000,0.000000
2,450.000,3.796000,3.795000,0.001000
2,451.001,3.795000,3.795000,0.000000
2,452.002,3.797000,3.796000,0.001000
2,452.998,3.797000,3.797000,0.000000
2,453.999,3.796000,3.795000,0.001000
2,455.001,3.797000,3.795000,0.002000
2,456.002,3.797000,3.797000,0.000000
2,456.997,3.796000,3.796000,0.000000
2,457.999,3.796000,3.795000,0.001000
2,459.000,3.797000,3.797000,0.000000
2,460.001,3.797000,3.797000,0.000000
2,461.002,3.798000,3.797000,0.001000
2,461.998,3.799000,3.799000,0.000000
2,462.999,3.801000,3.800000,0.001000
2,464.001,3.803000,3.801000,0.002000
2,465.002,3.805000,3.804000,0.001000
2,465.997,3.811000,3.811000,0.000000
2,466.999,3.819000,3.819000,0.000000
2,468.000,3.821000,3.821000,0.000000
2,469.001,3.819000,3.818000,0.001000
2,470.002,3.813000,3.812000,0.001000
2,470.998,3.806000,3.805000,0.001000
2,471.999,3.801000,3.800000,0.001000
2,473.001,3.797000,3.796000,0.001000
2,474.002,3.793000,3.792000,0.001000
2,474.997,3.792000,3.791000,0.001000
2,475.999,3.791000,3.791000,0.000000
2,477.000,3.793000,3.793000,0.000000
2,478.001,3.797000,3.797000,0.000000
2,479.002,3.802000,3.802000,0.000000
2,479.998,3.807000,3.807000,0.000000
2,480.999,3.811000,3.811000,0.000000
2,482.001,3.813000,3.813000,0.000000
2,483.002,3.812000,3.811000,0.001000
2,483.997,3.808000,3.807000,0.001000
2,484.999,3.805000,3.805000,0.000000
2,486.000,3.806000,3.805000,0.001000
2,487.001,3.806000,3.805000,0.001000
2,488.002,3.806000,3.805000,0.001000
2,488.998,3.805000,3.805000,0.000000
2,489.999,3.807000,3.806000,0.001000
2,491.001,3.807000,3.806000,0.001000
2,492.002,3.808000,3.807000,0.001000
2,492.997,3.809000,3.808000,0.001000
2,493.999,3.808000,3.809000,-0.001000
2,495.000,3.808000,3.808000,0.000000
2,496.001,3.810000,3.808000,0.002000
2,497.002,3.810000,3.810000,0.000000
2,497.998,3.809000,3.810000,-0.001000
2,498.999,3.810000,3.809000,0.001000
2,500.001,3.811000,3.810000,0.001000
2,501.002,3.812000,3.812000,0.000000
2,501.997,3.811000,3.811000,0.000000
2,502.999,3.812000,3.811000,0.001000
2,504.000,3.813000,3.812000,0.001000
2,505.001,3.813000,3.813000,0.000000
2,506.002,3.813000,3.813000,0.000000
2,506.998,3.813000,3.813000,0.000000
2,507.999,3.814000,3.814000,0.000000
2,509.001,3.815000,3.814000,0.001000
2,510.002,3.815000,3.814000,0.001000
2,510.997,3.814000,3.813000,0.001000
2,511.999,3.816000,3.816000,0.000000
2,513.000,3.817000,3.816000,0.001000
2,514.001,3.817000,3.817000,0.000000
2,515.002,3.817000,3.816000,0.001000
2,515.998,3.819000,3.818000,0.001000
2,516.999,3.819000,3.819000,0.000000
2,518.001,3.820000,3.820000,0.000000
2,519.002,3.820000,3.820000,0.000000
2,519.997,3.821000,3.821000,0.000000
2,520.999,3.821000,3.821000,0.000000
2,522.000,3.822000,3.821000,0.001000
2,523.001,3.823000,3.823000,0.000000
2,524.002,3.823000,3.822000,0.001000
2,524.998,3.823000,3.823000,0.000000
2,525.999,3.825000,3.824000,0.001000
2,527.001,3.825000,3.825000,0.000000
2,528.002,3.825000,3.824000,0.001000
2,528.997,3.825000,3.824000,0.001000
2,529.999,3.826000,3.825000,0.001000
2,531.000,3.826000,3.825000,0.001000
2,532.001,3.826000,3.826000,0.000000
2,533.002,3.829000,3.828000,0.001000
2,533.998,3.828000,3.827000,0.001000
2,534.999,3.829000,3.829000,0.000000
2,536.001,3.829000,3.829000,0.000000
2,537.002,3.830000,3.829000,0.001000
2,537.997,3.831000,3.830000,0.001000
2,538.999,3.830000,3.830000,0.000000
2,540.000,3.831000,3.831000,0.000000
2,541.001,3.832000,3.832000,0.000000
2,542.002,3.834000,3.834000,0.000000
2,542.998,3.833000,3.833000,0.000000
2,543.999,3.835000,3.833000,0.002000
2,545.001,3.835000,3.836000,-0.001000
2,546.002,3.835000,3.835000,0.000000
2,546.997,3.835000,3.835000,0.000000
2,547.999,3.837000,3.835000,0.002000
2,549.000,3.837000,3.836000,0.001000
2,550.001,3.838000,3.837000,0.001000
2,551.002,3.838000,3.837000,0.001000
2,551.998,3.839000,3.838000,0.001000
2,552.999,3.839000,3.839000,0.000000
2,554.001,3.839000,3.839000,0.000000
2,555.002,3.839000,3.840000,-0.001000
2,555.997,3.840000,3.840000,0.000000
2,556.999,3.841000,3.841000,0.000000
2,558.000,3.842000,3.841000,0.001000
2,559.001,3.843000,3.842000,0.001000
2,560.002,3.844000,3.843000,0.001000
2,560.998,3.844000,3.844000,0.000000
2,561.999,3.845000,3.844000,0.001000
2,563.001,3.846000,3.846000,0.000000
2,564.002,3.847000,3.846000,0.001000
2,564.997,3.847000,3.847000,0.000000
2,565.999,3.848000,3.847000,0.001000
2,567.000,3.848000,3.847000,0.001000
2,568.001,3.850000,3.848000,0.002000
2,569.002,3.849000,3.848000,0.001000
2,569.998,3.848000,3.848000,0.000000
2,570.999,3.849000,3.850000,-0.001000
2,572.001,3.851000,3.850000,0.001000
2,573.002,3.851000,3.850000,0.001000
2,573.997,3.850000,3.850000,0.000000
2,574.999,3.851000,3.850000,0.001000
2,576.000,3.851000,3.851000,0.000000
2,577.001,3.851000,3.851000,0.000000
2,578.002,3.850000,3.850000,0.000000
2,578.998,3.850000,3.850000,0.000000
2,579.999,3.851000,3.851000,0.000000
2,581.001,3.851000,3.851000,0.000000
2,582.002,3.852000,3.851000,0.001000
2,582.997,3.852000,3.851000,0.001000
2,583.999,3.851000,3.851000,0.000000
2,585.000,3.852000,3.852000,0.000000
2,586.001,3.852000,3.851000,0.001000
2,587.002,3.852000,3.852000,0.000000
2,587.998,3.854000,3.853000,0.001000
2,588.999,3.853000,3.853000,0.000000
2,590.001,3.853000,3.853000,0.000000
2,591.002,3.855000,3.854000,0.001000
2,591.997,3.854000,3.854000,0.000000
2,592.999,3.855000,3.854000,0.001000
2,594.000,3.855000,3.855000,0.000000
2,595.001,3.856000,3.857000,-0.001000
2,596.002,3.856000,3.855000,0.001000
2,596.998,3.856000,3.855000,0.001000
2,597.999,3.856000,3.856000,0.000000
2,599.001,3.857000,3.856000,0.001000
2,600.002,3.858000,3.857000,0.001000
2,600.997,3.857000,3.856000,0.001000
2,601.999,3.857000,3.857000,0.000000
2,603.000,3.858000,3.858000,0.000000
2,604.001,3.858000,3.858000,0.000000
2,605.002,3.858000,3.858000,0.000000
2,605.998,3.858000,3.857000,0.001000
2,606.999,3.859000,3.858000,0.001000
